codgeo;libgeo;an;med_disp
81159;Massac-Séran;2020;23710
81160;Massaguel;2020;19850
81161;Massals;2020;17350
81162;Maurens-Scopont;2020;22990
81163;Mazamet;2020;18910
81164;Mézens;2020;24290
81165;Milhars;2020;20650
81166;Milhavet;2020;
81167;Miolles;2020;
81168;Mirandol-Bourgnounac;2020;20980
81169;Missècle;2020;
81170;Monestiés;2020;21160
81171;Montans;2020;23090
81172;Montauriol;2020;
81173;Montcabrier;2020;25610
81174;Montdragon;2020;20600
81175;Montdurausse;2020;20520
81176;Montels;2020;
81177;Montfa;2020;21850
81178;Montgaillard;2020;21870
81179;Montgey;2020;24160
81180;Montirat;2020;17320
81181;Montpinier;2020;21720
81182;Montredon-Labessonnié;2020;19170
81183;Mont-Roc;2020;18630
81184;Montrosier;2020;
81185;Montvalen;2020;22440
81186;Moularès;2020;19560
81187;Moulayrès;2020;20340
81188;Moulin-Mage;2020;22140
81189;Mouzens;2020;25560
81190;Mouzieys-Teulet;2020;22110
81191;Mouzieys-Panens;2020;20660
81192;Murat-sur-Vèbre;2020;18730
81193;Nages;2020;20650
81195;Navès;2020;25100
81196;Noailhac;2020;21100
81197;Noailles;2020;20310
81198;Orban;2020;23470
81199;Padiès;2020;19980
81200;Palleville;2020;20660
81201;Pampelonne;2020;20060
81202;Parisot;2020;23300
81203;Paulinet;2020;18820
81204;Payrin-Augmontel;2020;21650
81205;Péchaudier;2020;20550
81206;Penne;2020;20430
81207;Peyregoux;2020;
81208;Peyrole;2020;24100
81209;Pont-de-Larn;2020;21970
81210;Poudis;2020;20470
81211;Poulan-Pouzols;2020;22080
81212;Prades;2020;21090
81213;Pratviel;2020;
81214;Puéchoursi;2020;25110
81215;Puybegon;2020;21860
81216;Puycalvel;2020;19840
81217;Puycelsi;2020;19010
81218;Puygouzon;2020;25610
81219;Puylaurens;2020;20480
81220;Rabastens;2020;22460
81221;Rayssac;2020;17940
81222;Réalmont;2020;20550
81223;Le Rialet;2020;
81224;Le Riols;2020;16900
81225;Rivières;2020;22350
81227;Roquecourbe;2020;20450
81228;Roquemaure;2020;24820
81229;Roquevidal;2020;24660
81230;Rosières;2020;22750
81231;Rouairoux;2020;20500
81232;Rouffiac;2020;23240
81233;Terre-de-Bancalié;2020;20720
81234;Roussayrolles;2020;
81235;Saint-Affrique-les-Montagnes;2020;22820
81236;Saint-Agnan;2020;24920
81237;Saint-Amancet;2020;20910
81238;Saint-Amans-Soult;2020;19990
81239;Saint-Amans-Valtoret;2020;21040
81240;Saint-André;2020;15580
81242;Saint-Avit;2020;21900
81243;Saint-Beauzile;2020;20620
81244;Saint-Benoît-de-Carmaux;2020;18400
81245;Saint-Christophe;2020;16570
81246;Sainte-Cécile-du-Cayrou;2020;19400
81247;Saint-Cirgue;2020;17090
81248;Saint-Gauzens;2020;21770
81249;Sainte-Gemme;2020;21080
81250;Saint-Genest-de-Contest;2020;22860
81251;Saint-Germain-des-Prés;2020;21660
81252;Saint-Germier;2020;23120
81253;Saint-Grégoire;2020;21580
81254;Saint-Jean-de-Marcel;2020;20210
81255;Saint-Jean-de-Rives;2020;26740
81256;Saint-Jean-de-Vals;2020;
81257;Saint-Juéry;2020;20160
81258;Saint-Julien-du-Puy;2020;20790
81259;Saint-Julien-Gaulène;2020;21350
81261;Saint-Lieux-lès-Lavaur;2020;24620
81262;Saint-Marcel-Campes;2020;23250
81263;Saint-Martin-Laguépie;2020;18430
81264;Saint-Michel-Labadié;2020;
81265;Saint-Michel-de-Vax;2020;
81266;Saint-Paul-Cap-de-Joux;2020;20710
81267;Saint-Pierre-de-Trivisy;2020;18510
81268;Saint-Salvi-de-Carcavès;2020;
81269;Saint-Salvy-de-la-Balme;2020;20770
81270;Saint-Sernin-lès-Lavaur;2020;22080
81271;Saint-Sulpice-la-Pointe;2020;24070
81272;Saint-Urcisse;2020;18850
81273;Saïx;2020;22530
81274;Saliès;2020;24130
81275;Salles;2020;19220
81276;Salvagnac;2020;19760
81277;Saussenac;2020;21180
81278;Sauveterre;2020;20370
81279;La Sauzière-Saint-Jean;2020;19120
81280;Le Ségur;2020;18600
81281;Sémalens;2020;21420
81282;Senaux;2020;
81283;Senouillac;2020;21760
81284;Le Sequestre;2020;21800
81285;Sérénac;2020;20140
81286;Serviès;2020;21180
81287;Sieurac;2020;21340
81288;Sorèze;2020;20890
81289;Soual;2020;20850
81290;Souel;2020;20120
81291;Taïx;2020;21750
81292;Tanus;2020;19990
81293;Tauriac;2020;22110
81294;Técou;2020;23610
81295;Teillet;2020;18850
81297;Terssac;2020;25200
81298;Teulat;2020;25920
81299;Teyssode;2020;23060
81300;Tonnac;2020;22160
81302;Tréban;2020;
81303;Trébas;2020;18650
81304;Trévien;2020;18230
81305;Vabre;2020;18490
81306;Valderiès;2020;21590
81307;Valdurenque;2020;21200
81308;Valence-d'Albigeois;2020;20130
81309;Vaour;2020;16490
81310;Veilhes;2020;24940
81311;Vénès;2020;21220
81312;Verdalle;2020;20960
81313;Le Verdier;2020;20490
81314;Viane;2020;19320
81315;Vielmur-sur-Agout;2020;22760
81316;Vieux;2020;19830
81317;Villefranche-d'Albigeois;2020;20520
81318;Villeneuve-lès-Lavaur;2020;19860
81319;Villeneuve-sur-Vère;2020;22790
81320;Vindrac-Alayrac;2020;19700
81321;Le Vintrou;2020;
81322;Virac;2020;21000
81323;Viterbe;2020;23470
81324;Viviers-lès-Lavaur;2020;25290
81325;Viviers-lès-Montagnes;2020;22680
81326;Sainte-Croix;2020;23950
82001;Albefeuille-Lagarde;2020;20870
82002;Albias;2020;20690
82003;Angeville;2020;20780
82004;Asques;2020;19120
82005;Aucamville;2020;23170
82006;Auterive;2020;
82007;Auty;2020;21510
82008;Auvillar;2020;20960
82009;Balignac;2020;
82010;Bardigues;2020;20600
82011;Barry-d'Islemade;2020;21680
82012;Les Barthes;2020;20130
82013;Beaumont-de-Lomagne;2020;19890
82014;Beaupuy;2020;22250
82015;Belbèze-en-Lomagne;2020;21160
82016;Belvèze;2020;20850
82017;Bessens;2020;23410
82018;Bioule;2020;21600
82019;Boudou;2020;21440
82020;Bouillac;2020;21630
82021;Bouloc-en-Quercy;2020;20770
82022;Bourg-de-Visa;2020;15380
82023;Bourret;2020;21070
82024;Brassac;2020;20660
82025;Bressols;2020;22890
82026;Bruniquel;2020;21560
82027;Campsas;2020;22610
82028;Canals;2020;23930
82029;Castanet;2020;20240
82030;Castelferrus;2020;20080
82031;Castelmayran;2020;20090
82032;Castelsagrat;2020;19210
82033;Castelsarrasin;2020;19290
82034;Castéra-Bouzet;2020;19620
82035;Caumont;2020;19990
82036;Le Causé;2020;19320
82037;Caussade;2020;19430
82038;Caylus;2020;19680
82039;Cayrac;2020;21090
82040;Cayriech;2020;21140
82041;Cazals;2020;18590
82042;Cazes-Mondenard;2020;17470
82043;Comberouger;2020;21100
82044;Corbarieu;2020;23140
82045;Cordes-Tolosannes;2020;20940
82046;Coutures;2020;
82047;Cumont;2020;
82048;Dieupentale;2020;22820
82049;Donzac;2020;21890
82050;Dunes;2020;21960
82051;Durfort-Lacapelette;2020;19520
82052;Escatalens;2020;20660
82053;Escazeaux;2020;21020
82054;Espalais;2020;21490
82055;Esparsac;2020;19830
82056;Espinas;2020;17970
82057;Fabas;2020;24910
82058;Fajolles;2020;22070
82059;Faudoas;2020;22250
82060;Fauroux;2020;19500
82061;Féneyrols;2020;17660
82062;Finhan;2020;21320
82063;Garganvillar;2020;20610
82064;Gariès;2020;20560
82065;Gasques;2020;23380
82066;Génébrières;2020;23190
82067;Gensac;2020;20680
82068;Gimat;2020;21140
82069;Ginals;2020;16500
82070;Glatens;2020;
82071;Goas;2020;
82072;Golfech;2020;21030
82073;Goudourville;2020;22220
82074;Gramont;2020;22110
82075;Grisolles;2020;23070
82076;L'Honor-de-Cos;2020;21680
82077;Labarthe;2020;17390
82078;Labastide-de-Penne;2020;19330
82079;Labastide-Saint-Pierre;2020;20670
82080;Labastide-du-Temple;2020;20750
82081;Labourgade;2020;19130
82082;Lacapelle-Livron;2020;19990
82083;Lachapelle;2020;17020
82084;Lacour;2020;19500
82085;Lacourt-Saint-Pierre;2020;22690
82086;Lafitte;2020;19460
82087;Lafrançaise;2020;20990
82088;Laguépie;2020;19140
82089;Lamagistère;2020;20050
82090;Lamothe-Capdeville;2020;23000
82091;Lamothe-Cumont;2020;21310
82092;Lapenche;2020;20720
82093;Larrazet;2020;19950
82094;Lauzerte;2020;18740
82095;Lavaurette;2020;19240
82096;La Ville-Dieu-du-Temple;2020;20200
82097;Lavit;2020;20570
82098;Léojac;2020;24600
82099;Lizac;2020;20200
82100;Loze;2020;17850
82101;Malause;2020;19360
82102;Mansonville;2020;17840
82103;Marignac;2020;21310
82104;Marsac;2020;19720
82105;Mas-Grenier;2020;21260
82106;Maubec;2020;19040
82107;Maumusson;2020;
82108;Meauzac;2020;21260
82109;Merles;2020;20830
82110;Mirabel;2020;20890
82111;Miramont-de-Quercy;2020;20140
82112;Moissac;2020;18510
82113;Molières;2020;19430
82114;Monbéqui;2020;23420
82115;Monclar-de-Quercy;2020;20180
82116;Montagudet;2020;18260
82117;Montaigu-de-Quercy;2020;17970
82118;Montaïn;2020;19940
82119;Montalzat;2020;21250
82120;Montastruc;2020;21820
82121;Montauban;2020;21010
82122;Montbarla;2020;18730
82123;Montbartier;2020;22050
82124;Montbeton;2020;22270
82125;Montech;2020;21410
82126;Monteils;2020;22540
82127;Montesquieu;2020;19850
82128;Montfermier;2020;19210
82129;Montgaillard;2020;20610
82130;Montjoi;2020;22420
82131;Montpezat-de-Quercy;2020;20820
82132;Montricoux;2020;20340
82133;Mouillac;2020;
82134;Nègrepelisse;2020;20740
82135;Nohic;2020;22440
82136;Orgueil;2020;21630
82137;Parisot;2020;18240
82138;Perville;2020;20900
82139;Le Pin;2020;22750
82140;Piquecos;2020;20610
82141;Pommevic;2020;19250
82142;Pompignan;2020;24280
82143;Poupas;2020;
82144;Puycornet;2020;21360
82145;Puygaillard-de-Quercy;2020;20230
82146;Puygaillard-de-Lomagne;2020;
82147;Puylagarde;2020;19720
82148;Puylaroque;2020;18570
82149;Réalville;2020;20260
82150;Reyniès;2020;23280
82151;Roquecor;2020;21410
82152;Saint-Aignan;2020;20220
82153;Saint-Amans-du-Pech;2020;20380
82154;Saint-Amans-de-Pellagal;2020;21660
82155;Saint-Antonin-Noble-Val;2020;19290
82156;Saint-Arroumex;2020;21100
82157;Saint-Beauzeil;2020;22590
82158;Saint-Cirice;2020;21060
82159;Saint-Cirq;2020;21810
82160;Saint-Clair;2020;20820
82161;Saint-Étienne-de-Tulmont;2020;22540
82162;Saint-Georges;2020;21330
82163;Saint-Jean-du-Bouzet;2020;
82164;Sainte-Juliette;2020;20530
82165;Saint-Loup;2020;21750
82166;Saint-Michel;2020;19730
82167;Saint-Nauphary;2020;23780
82168;Saint-Nazaire-de-Valentane;2020;17510
82169;Saint-Nicolas-de-la-Grave;2020;20710
82170;Saint-Paul-d'Espis;2020;20040
82171;Saint-Porquier;2020;20670
82172;Saint-Projet;2020;18710
82173;Saint-Sardos;2020;19800
82174;Saint-Vincent-d'Autéjac;2020;20390
82175;Saint-Vincent-Lespinasse;2020;22110
82176;La Salvetat-Belmontet;2020;22320
82177;Sauveterre;2020;18580
82178;Savenès;2020;23900
82179;Septfonds;2020;20010
82180;Sérignac;2020;21650
82181;Sistels;2020;20430
82182;Touffailles;2020;17310
82183;Tréjouls;2020;19030
82184;Vaïssac;2020;19970
82185;Valeilles;2020;20390
82186;Valence;2020;19570
82187;Varen;2020;17670
82188;Varennes;2020;22520
82189;Vazerac;2020;19550
82190;Verdun-sur-Garonne;2020;22020
82191;Verfeil;2020;17470
82192;Verlhac-Tescou;2020;22010
82193;Vigueron;2020;20040
82194;Villebrumier;2020;21850
82195;Villemade;2020;22540
83001;Les Adrets-de-l'Estérel;2020;27600
83002;Aiguines;2020;16930
83003;Ampus;2020;22230
83004;Les Arcs;2020;21530
83005;Artignosc-sur-Verdon;2020;21340
83006;Artigues;2020;25080
83007;Aups;2020;20060
83008;Bagnols-en-Forêt;2020;24050
83009;Bandol;2020;25290
83010;Bargème;2020;17820
83011;Bargemon;2020;18460
83012;Barjols;2020;19770
83013;La Bastide;2020;20970
83014;Baudinard-sur-Verdon;2020;20290
83015;Bauduen;2020;18880
83016;Le Beausset;2020;24460
83017;Belgentier;2020;23870
83018;Besse-sur-Issole;2020;22490
83019;Bormes-les-Mimosas;2020;23890
83020;Le Bourguet;2020;
83021;Bras;2020;21880
83022;Brenon;2020;
83023;Brignoles;2020;19270
83025;Brue-Auriac;2020;23430
83026;Cabasse;2020;21240
83027;La Cadière-d'Azur;2020;28060
83028;Callas;2020;21340
83029;Callian;2020;24820
83030;Camps-la-Source;2020;22330
83031;Le Cannet-des-Maures;2020;22030
83032;Carcès;2020;20420
83033;Carnoules;2020;21780
83034;Carqueiranne;2020;26440
83035;Le Castellet;2020;23320
83036;Cavalaire-sur-Mer;2020;22310
83037;La Celle;2020;22300
83038;Châteaudouble;2020;19680
83039;Châteauvert;2020;22140
83040;Châteauvieux;2020;
83041;Claviers;2020;19840
83042;Cogolin;2020;20380
83043;Collobrières;2020;21040
83044;Comps-sur-Artuby;2020;18920
83045;Correns;2020;18840
83046;Cotignac;2020;21790
83047;La Crau;2020;24320
83048;La Croix-Valmer;2020;22100
83049;Cuers;2020;22790
83050;Draguignan;2020;20720
83051;Entrecasteaux;2020;19550
83052;Esparron;2020;19400
83053;Évenos;2020;24900
83054;La Farlède;2020;24440
83055;Fayence;2020;22730
83056;Figanières;2020;23200
83057;Flassans-sur-Issole;2020;21900
83058;Flayosc;2020;23310
83059;Forcalqueiret;2020;22610
83060;Fox-Amphoux;2020;19860
83061;Fréjus;2020;21270
83062;La Garde;2020;22760
83063;La Garde-Freinet;2020;19010
83064;Garéoult;2020;24570
83065;Gassin;2020;24230
83066;Ginasservis;2020;21980
83067;Gonfaron;2020;20520
83068;Grimaud;2020;23170
83069;Hyères;2020;22280
83070;Le Lavandou;2020;20970
83071;La Londe-les-Maures;2020;23330
83072;Lorgues;2020;22120
83073;Le Luc;2020;19850
83074;La Martre;2020;19980
83075;Les Mayons;2020;21540
83076;Mazaugues;2020;21510
83077;Méounes-lès-Montrieux;2020;23580
83078;Moissac-Bellevue;2020;21260
83079;La Môle;2020;23400
83080;Mons;2020;22980
83081;Montauroux;2020;25060
83082;Montferrat;2020;18000
83083;Montfort-sur-Argens;2020;20750
83084;Montmeyan;2020;19470
83085;La Motte;2020;23130
83086;Le Muy;2020;20120
83087;Nans-les-Pins;2020;25220
83088;Néoules;2020;23780
83089;Ollières;2020;22730
83090;Ollioules;2020;24350
83091;Pierrefeu-du-Var;2020;24850
83092;Pignans;2020;20930
83093;Plan-d'Aups-Sainte-Baume;2020;24130
83094;Le Plan-de-la-Tour;2020;22370
83095;Pontevès;2020;21710
83096;Pourcieux;2020;23760
83097;Pourrières;2020;26410
83098;Le Pradet;2020;24840
83099;Puget-sur-Argens;2020;22440
83100;Puget-Ville;2020;22160
83101;Ramatuelle;2020;24100
83102;Régusse;2020;20660
83103;Le Revest-les-Eaux;2020;26560
83104;Rians;2020;22160
83105;Riboux;2020;
83106;Rocbaron;2020;24180
83107;Roquebrune-sur-Argens;2020;23890
83108;La Roquebrussanne;2020;22520
83109;La Roque-Esclapon;2020;21590
83110;Rougiers;2020;22650
83111;Sainte-Anastasie-sur-Issole;2020;22680
83112;Saint-Cyr-sur-Mer;2020;25860
83113;Saint-Julien;2020;21800
83114;Saint-Martin-de-Pallières;2020;20030
83115;Sainte-Maxime;2020;22470
83116;Saint-Maximin-la-Sainte-Baume;2020;23720
83117;Saint-Paul-en-Forêt;2020;23530
83118;Saint-Raphaël;2020;24170
83119;Saint-Tropez;2020;24680
83120;Saint-Zacharie;2020;25010
83121;Salernes;2020;20810
83122;Les Salles-sur-Verdon;2020;20380
83123;Sanary-sur-Mer;2020;25360
83124;Seillans;2020;21170
83125;Seillons-Source-d'Argens;2020;24030
83126;La Seyne-sur-Mer;2020;20810
83127;Signes;2020;22780
83128;Sillans-la-Cascade;2020;22240
83129;Six-Fours-les-Plages;2020;23910
83130;Solliès-Pont;2020;22650
83131;Solliès-Toucas;2020;25360
83132;Solliès-Ville;2020;25230
83133;Tanneron;2020;24170
83134;Taradeau;2020;23400
83135;Tavernes;2020;20430
83136;Le Thoronet;2020;23160
83137;Toulon;2020;20390
83138;Tourrettes;2020;22420
83139;Tourtour;2020;20490
83140;Tourves;2020;21470
83141;Trans-en-Provence;2020;23510
83142;Trigance;2020;14640
83143;Le Val;2020;22550
83144;La Valette-du-Var;2020;23120
83145;Varages;2020;19710
83146;La Verdière;2020;21680
83147;Vérignon;2020;
83148;Vidauban;2020;20720
83149;Villecroze;2020;21390
83150;Vinon-sur-Verdon;2020;23610
83151;Vins-sur-Caramy;2020;20730
83152;Rayol-Canadel-sur-Mer;2020;26550
83153;Saint-Mandrier-sur-Mer;2020;22910
83154;Saint-Antonin-du-Var;2020;21010
84001;Althen-des-Paluds;2020;23380
84002;Ansouis;2020;24660
84003;Apt;2020;18070
84004;Aubignan;2020;21690
84005;Aurel;2020;20200
84006;Auribeau;2020;
84007;Avignon;2020;17200
84008;Le Barroux;2020;22960
84009;La Bastide-des-Jourdans;2020;22120
84010;La Bastidonne;2020;26250
84011;Le Beaucet;2020;22220
84012;Beaumes-de-Venise;2020;21510
84013;Beaumettes;2020;21780
84014;Beaumont-de-Pertuis;2020;22660
84015;Beaumont-du-Ventoux;2020;19010
84016;Bédarrides;2020;22070
84017;Bédoin;2020;21320
84018;Blauvac;2020;21520
84019;Bollène;2020;19150
84020;Bonnieux;2020;21110
84021;Brantes;2020;
84022;Buisson;2020;21900
84023;Buoux;2020;21990
84024;Cabrières-d'Aigues;2020;22820
84025;Cabrières-d'Avignon;2020;24570
84026;Cadenet;2020;21780
84027;Caderousse;2020;22300
84028;Cairanne;2020;23430
84029;Camaret-sur-Aigues;2020;22790
84030;Caromb;2020;21490
84031;Carpentras;2020;18060
84032;Caseneuve;2020;21990
84033;Castellet-en-Luberon;2020;16370
84034;Caumont-sur-Durance;2020;23430
84035;Cavaillon;2020;18180
84036;Châteauneuf-de-Gadagne;2020;25990
84037;Châteauneuf-du-Pape;2020;23190
84038;Cheval-Blanc;2020;24080
84039;Courthézon;2020;21180
84040;Crestet;2020;20290
84041;Crillon-le-Brave;2020;23100
84042;Cucuron;2020;21560
84043;Entraigues-sur-la-Sorgue;2020;21880
84044;Entrechaux;2020;20430
84045;Faucon;2020;21570
84046;Flassan;2020;21700
84047;Gargas;2020;21390
84048;Gignac;2020;
84049;Gigondas;2020;25820
84050;Gordes;2020;23960
84051;Goult;2020;22070
84052;Grambois;2020;22520
84053;Grillon;2020;21210
84054;L'Isle-sur-la-Sorgue;2020;21940
84055;Jonquerettes;2020;26090
84056;Jonquières;2020;21300
84057;Joucas;2020;21780
84058;Lacoste;2020;21510
84059;Lafare;2020;23770
84060;Lagarde-d'Apt;2020;
84061;Lagarde-Paréol;2020;25600
84062;Lagnes;2020;23890
84063;Lamotte-du-Rhône;2020;23020
84064;Lapalud;2020;20450
84065;Lauris;2020;22820
84066;Lioux;2020;22130
84067;Loriol-du-Comtat;2020;24180
84068;Lourmarin;2020;24280
84069;Malaucène;2020;20490
84070;Malemort-du-Comtat;2020;21340
84071;Maubec;2020;23750
84072;Mazan;2020;22550
84073;Ménerbes;2020;21470
84074;Mérindol;2020;23020
84075;Méthamis;2020;21620
84076;Mirabeau;2020;24100
84077;Modène;2020;23400
84078;Mondragon;2020;21280
84079;Monieux;2020;20430
84080;Monteux;2020;20630
84081;Morières-lès-Avignon;2020;22730
84082;Mormoiron;2020;20560
84083;Mornas;2020;22250
84084;La Motte-d'Aigues;2020;23420
84085;Murs;2020;22040
84086;Oppède;2020;22450
84087;Orange;2020;19650
84088;Pernes-les-Fontaines;2020;23390
84089;Pertuis;2020;22550
84090;Peypin-d'Aigues;2020;23170
84091;Piolenc;2020;22020
84092;Le Pontet;2020;19110
84093;Puget;2020;25830
84094;Puyméras;2020;23350
84095;Puyvert;2020;22930
84096;Rasteau;2020;22350
84097;Richerenches;2020;21960
84098;Roaix;2020;20860
84099;Robion;2020;22800
84100;La Roque-Alric;2020;
84101;La Roque-sur-Pernes;2020;24640
84102;Roussillon;2020;23670
84103;Rustrel;2020;21260
84104;Sablet;2020;22120
84105;Saignon;2020;23020
84106;Sainte-Cécile-les-Vignes;2020;21570
84107;Saint-Christol;2020;17750
84108;Saint-Didier;2020;24210
84109;Saint-Hippolyte-le-Graveyron;2020;29280
84110;Saint-Léger-du-Ventoux;2020;
84111;Saint-Marcellin-lès-Vaison;2020;23120
84112;Saint-Martin-de-Castillon;2020;21080
84113;Saint-Martin-de-la-Brasque;2020;23720
84114;Saint-Pantaléon;2020;23210
84115;Saint-Pierre-de-Vassols;2020;23280
84116;Saint-Romain-en-Viennois;2020;22440
84117;Saint-Roman-de-Malegarde;2020;21100
84118;Saint-Saturnin-lès-Apt;2020;23250
84119;Saint-Saturnin-lès-Avignon;2020;24610
84120;Saint-Trinit;2020;19550
84121;Sannes;2020;22210
84122;Sarrians;2020;21200
84123;Sault;2020;20150
84124;Saumane-de-Vaucluse;2020;25100
84125;Savoillan;2020;
84126;Séguret;2020;21570
84127;Sérignan-du-Comtat;2020;23340
84128;Sivergues;2020;
84129;Sorgues;2020;19820
84130;Suzette;2020;
84131;Taillades;2020;25260
84132;Le Thor;2020;22910
84133;La Tour-d'Aigues;2020;23710
84134;Travaillan;2020;21360
84135;Uchaux;2020;26270
84136;Vacqueyras;2020;22580
84137;Vaison-la-Romaine;2020;20720
84138;Valréas;2020;18690
84139;Fontaine-de-Vaucluse;2020;19380
84140;Vaugines;2020;21720
84141;Vedène;2020;22290
84142;Velleron;2020;23790
84143;Venasque;2020;23000
84144;Viens;2020;20510
84145;Villars;2020;21660
84146;Villedieu;2020;22220
84147;Villelaure;2020;24390
84148;Villes-sur-Auzon;2020;19690
84149;Violès;2020;21280
84150;Visan;2020;21390
84151;Vitrolles-en-Lubéron;2020;25380
85001;L'Aiguillon-la-Presqu'île;2020;21790
85002;L'Aiguillon-sur-Vie;2020;21650
85003;Aizenay;2020;22390
85004;Angles;2020;22290
85005;Antigny;2020;21470
85006;Apremont;2020;20530
85008;Aubigny-Les Clouzeaux;2020;23000
85009;Auchay-sur-Vendée;2020;21380
85010;Avrillé;2020;21220
85011;Barbâtre;2020;22960
85012;La Barre-de-Monts;2020;21420
85013;Bazoges-en-Paillers;2020;22000
85014;Bazoges-en-Pareds;2020;20750
85015;Beaufou;2020;22910
85016;Beaulieu-sous-la-Roche;2020;21930
85017;Beaurepaire;2020;21690
85018;Beauvoir-sur-Mer;2020;21210
85019;Bellevigny;2020;23030
85020;Benet;2020;23010
85021;La Bernardière;2020;22510
85022;Le Bernard;2020;21360
85023;Bessay;2020;20790
85024;Bois-de-Céné;2020;20980
85025;La Boissière-de-Montaigu;2020;21720
85026;La Boissière-des-Landes;2020;21950
85028;Bouillé-Courdault;2020;22550
85029;Bouin;2020;20950
85031;Le Boupère;2020;20900
85033;Bourneau;2020;20210
85034;Bournezeau;2020;21930
85035;Bretignolles-sur-Mer;2020;24150
85036;La Bretonnière-la-Claye;2020;21290
85038;Les Brouzils;2020;22350
85039;La Bruffière;2020;21900
85040;La Caillère-Saint-Hilaire;2020;20570
85042;Chaillé-les-Marais;2020;20950
85045;La Chaize-Giraud;2020;21550
85046;La Chaize-le-Vicomte;2020;22680
85047;Challans;2020;22130
85049;Champagné-les-Marais;2020;20290
85050;Le Champ-Saint-Père;2020;20590
85051;Chantonnay;2020;20860
85054;La Chapelle-Hermier;2020;20430
85055;La Chapelle-Palluau;2020;21250
85056;La Chapelle-Thémer;2020;21140
85058;Chasnais;2020;22630
85059;La Châtaigneraie;2020;19910
85061;Château-Guibert;2020;21820
85062;Châteauneuf;2020;21340
85064;Chauché;2020;22160
85065;Chavagnes-en-Paillers;2020;21560
85066;Chavagnes-les-Redoux;2020;20550
85067;Cheffois;2020;21680
85070;Coëx;2020;21120
85071;Commequiers;2020;21580
85072;La Copechagnière;2020;21300
85073;Corpe;2020;22040
85074;La Couture;2020;20050
85076;Cugand;2020;23370
85077;Curzon;2020;18750
85078;Damvix;2020;20530
85080;Doix lès Fontaines;2020;20840
85081;Dompierre-sur-Yon;2020;23450
85082;Les Epesses;2020;21580
85083;L'Épine;2020;21190
85084;Essarts-en-Bocage;2020;22170
85086;Falleron;2020;20610
85087;Faymoreau;2020;18200
85088;Le Fenouiller;2020;23670
85089;La Ferrière;2020;22610
85090;Sèvremont;2020;21090
85092;Fontenay-le-Comte;2020;20980
85093;Fougeré;2020;22190
85094;Foussais-Payré;2020;20780
85095;Froidfond;2020;21100
85096;La Garnache;2020;21780
85097;La Gaubretière;2020;22110
85098;La Genétouze;2020;23100
85099;Le Girouard;2020;21640
85100;Givrand;2020;23460
85101;Le Givre;2020;22260
85102;Grand'Landes;2020;19160
85103;Grosbreuil;2020;21570
85104;Grues;2020;20980
85105;Le Gué-de-Velluire;2020;19690
85106;La Guérinière;2020;22460
85108;L'Herbergement;2020;22680
85109;Les Herbiers;2020;22050
85110;L'Hermenault;2020;19640
85111;L'Île-d'Elle;2020;20060
85112;L'Île-d'Olonne;2020;22910
85113;L'Île-d'Yeu;2020;22350
85114;Jard-sur-Mer;2020;24770
85115;La Jaudonnière;2020;20970
85116;La Jonchère;2020;20550
85117;Lairoux;2020;21140
85118;Landeronde;2020;22970
85119;Les Landes-Genusson;2020;22130
85120;Landevieille;2020;21840
85121;Le Langon;2020;20440
85123;Liez;2020;20200
85125;Loge-Fougereuse;2020;20620
85126;Longèves;2020;22760
85127;Longeville-sur-Mer;2020;23240
85128;Luçon;2020;20930
85129;Les Lucs-sur-Boulogne;2020;21800
85130;Maché;2020;21480
85131;Les Magnils-Reigniers;2020;21910
85132;Maillé;2020;20550
85133;Maillezais;2020;21250
85134;Mallièvre;2020;23260
85135;Mareuil-sur-Lay-Dissais;2020;21400
85136;Marillet;2020;17260
85137;Marsais-Sainte-Radégonde;2020;21010
85138;Martinet;2020;21400
85139;Le Mazeau;2020;20510
85140;La Meilleraie-Tillay;2020;21130
85141;Menomblet;2020;19490
85142;La Merlatière;2020;21330
85143;Mervent;2020;20000
85144;Mesnard-la-Barotière;2020;21830
85145;Monsireigne;2020;20710
85146;Montaigu-Vendée;2020;23220
85147;Montournais;2020;21020
85148;Montreuil;2020;21190
85149;Moreilles;2020;18510
85151;Mortagne-sur-Sèvre;2020;22680
85152;Les Achards;2020;21910
85153;Mouchamps;2020;21110
85154;Mouilleron-Saint-Germain;2020;20670
85155;Mouilleron-le-Captif;2020;25080
85156;Moutiers-les-Mauxfaits;2020;21280
85157;Moutiers-sur-le-Lay;2020;20690
85158;Mouzeuil-Saint-Martin;2020;20020
85159;Nalliers;2020;20870
85160;Nesmy;2020;22410
85161;Nieul-le-Dolent;2020;21940
85162;Rives-d'Autise;2020;21640
85163;Noirmoutier-en-l'Île;2020;22990
85164;Notre-Dame-de-Monts;2020;21930
85165;L'Oie;2020;
85167;L'Orbrie;2020;23280
85169;Palluau;2020;20530
85171;Péault;2020;21570
85172;Le Perrier;2020;21310
85174;Petosse;2020;20800
85175;Les Pineaux;2020;21320
85176;Pissotte;2020;23480
85177;Les Velluire-sur-Vendée;2020;20360
85178;Le Poiré-sur-Vie;2020;22910
85179;Poiroux;2020;20920
85181;Pouillé;2020;20750
85182;Pouzauges;2020;21490
85184;Puy-de-Serre;2020;20310
85185;Puyravault;2020;20570
85186;La Rabatelière;2020;21690
85187;Réaumur;2020;21420
85188;La Réorthe;2020;21160
